p0,p1,p2,p3,p4,objective
-0.45833489764104307,-0.18762443504285997,-2.5939245742752095,-0.6990308108557599,2.5341011400692617,-1.1574790365796868
-0.9057931380196211,-0.23578598005050022,2.006648404218205,2.8095515455933446,-0.7230441224738184,-0.18808007382485975
1.6563459502539892,-0.7696520738014891,-2.5501842780232575,-2.5870770510219177,-2.6401400653597427,0.5199026579769436
0.5491206427404993,2.8468468627900823,0.5580685358471857,1.0326503528487683,1.0279264444905536,0.1673394935016732
0.9828260334539367,0.7861973644144005,-2.17659987256764,-2.2929992260756693,-1.0032619277431785,-0.5005569947188452
-1.2344374103817874,1.6218938224025052,-2.1557337402387065,0.9128269886317044,-1.9169501130699622,-0.2613369945007433
-0.1116790822971172,-2.8516315416291467,-1.9411632117494046,-1.1817309790091706,2.6282257708342884,-0.4787343169917516
2.588465208816963,-1.9532679077580846,-0.6217555176166591,-2.58263548881834,-1.5330861293497335,0.35906991973262836
1.117248426468124,2.9994290356137636,-2.060178123419802,-2.56923120691535,2.376509041466175,-0.40815054130342016
0.45275997398302925,-2.7376200047139347,-1.980628005547182,-0.5609516401326884,-1.6150610411044766,0.49580723372312047
-2.719353469187046,0.15686811750235563,-0.6598095756991964,-1.057216287549125,3.0,1.1105261862632496
-0.43816853953725987,-1.9529421429894611,-3.0,3.0,-3.0,-1.0333565236553515
-0.4167784684533493,3.0,3.0,-3.0,2.7356053717197604,-0.35020789694419396
-0.46703083927273603,1.6341673160853754,-2.4838661082068865,-2.218949586057914,2.776797109260757,-0.816290246495541
-0.6107449659777888,-0.3039217404808223,-3.0,2.4609485944811382,-2.7914848631095763,-1.149216336512708
-0.4616623297874778,-0.2411559365259146,-2.72374073830152,-0.3476089707924066,2.649587665948485,-2.374296888782368
-0.46534849804393597,1.965633208631738,-2.7339378903875025,0.4696390840965998,-0.2565236562302249,-0.9890954992380757
-1.3063651553459692,1.2934731489556075,-3.0,2.5585796802851943,3.0,-0.04652386541662526
-1.6967013904338062,-0.10797767283177517,-2.7316940308641144,-2.3926448786128027,2.893485764463774,-0.5514662654049058
-0.23968648170679696,0.13552324571206853,-0.5422386159492709,2.808772945622864,-2.964194676839503,-0.5390713308339588
-1.9194338597571088,2.2428202954142638,3.0,0.9337040236089234,-1.1776566646626996,-0.20048206327015805
3.0,0.8025362686392894,3.0,2.669279544883633,2.295504099313016,-0.35830176130854297
1.2434887027011463,0.48025310135837174,3.0,2.987850108963089,-2.2700019626122945,0.4022546280016262
3.0,-0.43363303724143787,-3.0,1.9474367416776,0.6208906346649155,-0.32590122468002486
2.0989554131748243,-2.8464274498787443,2.982560708640907,0.1920455607106346,-2.400660327117837,1.126026068668481
-0.6231006556304894,-1.8243371677724427,-3.0,2.767095847507777,0.9554597748344755,-0.1839481347177666
-0.6397968979226181,-3.0,-0.2886518365007489,-0.445804284834856,-3.0,-1.1512009751618284
-1.030189711790889,1.4778284624526048,-2.674141898377466,-3.0,-0.2288985071958809,-0.7334988898945892
-0.5382536631708104,-1.902276183095514,-0.6604806638962528,-0.06338205666255314,2.9477669596535367,-0.467102084268775
-0.4892842991266133,3.0,-3.0,-3.0,-3.0,-0.3616543935320975
-0.7588349476182064,-1.4873981600188286,1.2251510529434704,-0.36513836997967397,-1.5500821669148968,-0.5773318320012835
-1.8390839815182294,-0.25546724565473866,-1.483427100256666,0.07398101379514266,0.8632327390136112,-0.9846780777904444
-1.5633269100828742,-0.26156712409689886,-0.3348165441109021,-0.48321301320522103,2.326522542649645,-2.4098410532477383
-1.9073202490078174,-0.2737358068003557,-2.0388640647124467,-0.34064127772703934,-1.0000247314096733,-1.483752170268485
3.0,-0.23680459455104197,2.9005196857164304,-0.49600907641697134,0.4916869293629649,-0.7127731729655202
-0.40266069259316906,-0.2528044768808604,1.167142142626047,-0.532832309390642,-0.8226260439406339,-1.912095373266732
-1.4538997210652684,-0.2562070765466564,-0.8508506606089572,-0.4712052067761707,0.42438114733916743,-0.09652144536709084
-1.7646590835246656,-3.0,2.3804517211756373,3.0,1.997065246667245,0.32537141516820245
-0.31936694106721797,2.2169679183803783,1.9853132717085602,0.2716315156529001,1.7939801560867261,-0.05627573975597133
-1.5897052818254322,-0.2628358077489512,1.5957451827709388,-2.5535200156032576,-1.2259432829285957,-0.4399394664198171
-1.568304513008041,-0.26180230057264353,-0.1586074454801869,-0.48085786334972536,1.4119758561305922,-1.546100305523801
-0.4534143133764319,-0.2563012448920494,-2.360452945463683,-0.2649456512781039,2.8576387367807463,-2.138252041911299
-0.4570602592905231,-0.2561896785633442,-1.5440688705800452,-0.6046001098776141,-2.0740239463960912,-1.80636563421089
-0.44167976940567444,-0.24202602155060404,-0.3859657125419109,-0.018683707319905984,2.6273202079949503,-2.421554131746289
-0.44348799449266263,-0.24151547873893175,1.054098649436817,0.07019560151660897,1.4815849323374382,-1.6393107344917457
-0.48575608414058324,-0.24974745268609366,1.4713300897908779,-0.06835600835586764,0.8779876256055741,-1.856911798263969
-0.43186205048565984,-0.279385048530457,-2.1858626679376187,-0.014185411733656395,-1.712826900444265,-1.6854560298168748
-0.4275366190881589,-0.23247398835294053,-1.3055414353902344,-0.31324336226666416,2.2813170450312947,-2.512585723698904
-0.4305868721265571,-0.23037075605518353,-1.5799992216708572,-0.25770894516939213,2.7455196314197323,-2.1246137677630856
-0.40445014891577324,-0.22708627350303834,-0.437390976775454,-0.19723996469358207,1.3955587538776868,-3.016669400992532
-0.3718254075442031,-0.20928223532913837,-1.0317427956928544,-0.15552864544129896,1.3851762377812094,-1.9804932255849304
-0.4346723942527291,-0.1823606445337651,0.9518583421682116,-0.09698447958976208,-2.693991252766909,-2.2964510129288973
-0.4164019937497514,0.07233085118957483,1.520471131020222,-0.23882979769573698,-2.4167341826209197,-1.50082848042511
-3.0,-3.0,-1.590741753943163,-3.0,-1.5020280623938262,-0.23026584607266284
-0.399255628590764,-0.4467426866887947,0.7800995363774743,-0.29123598352237456,-1.0175135546339336,-2.3299522630956853
3.0,3.0,2.5596913960675503,-3.0,-0.6534475366165906,-0.05287548114910835
3.0,3.0,-1.218485226701168,3.0,-2.125714953017202,0.14020931817836046
-0.04313005618447008,-0.034419306916015024,-3.0,0.20320194482801623,3.0,0.7429777928225959
-0.43979488286780644,-0.5124800623466395,2.30777654212808,-0.2866834253160664,1.744047336810815,-1.9872176814300082
-1.657337459355282,-0.2704180470788158,-2.173324829386516,-0.5806249795286376,1.0853753129684662,-0.9707374472116287
2.219048359212209,3.0,1.5613771813562938,2.9434169008266586,0.4882165343071705,0.3529118558303971
-0.4018814126129353,-0.31500315722112404,1.9196722904735477,-0.25187301187897937,-2.0346388615171844,-2.7091120568155778
-0.3337668473255331,-0.5468468400994508,2.8676695332242677,-0.31214568278182586,1.5324971742250204,-2.2057933329563255
-2.1655572551964797,-1.1194881288671439,-1.3611104476170814,0.34932673791976576,-2.5758066156778145,1.0534057011589755
1.0154816282294572,-3.0,-2.452010762663937,-1.0189889824050733,1.4928582249820952,0.06153919698394367
-0.3671998863096615,-0.8177479196773549,-0.6756043660604325,-2.637360817414406,-0.4957144805958329,-0.7964542734003836
-0.3800004488085422,-0.34523961537981274,-0.18220362134562773,-0.28953222948158563,-0.8187801492948021,-3.2089491146024396
-0.35635919612911326,-0.32317021348591046,-1.6827473798583135,-0.3465765950659363,-1.7602276080634118,-2.617795057387838
-0.3695963960291886,-0.38141584057352373,-1.4795693177544842,-0.21183509469873218,2.7252826084138633,-2.3770932338017756
-0.37658690984020815,-0.33741426918344564,1.3763290335758898,-0.35948027583925546,-2.275806083876569,-2.2934483370233085
-0.3046443919588233,-0.29270560064094964,2.1206160493928845,-0.4264302959468398,-2.530328189842942,-2.3668228248752357
-0.2877016589879551,-0.5547286104600389,-2.8767028191237562,-0.6933820956489565,-1.1406990862112856,-0.9697550078204284
-0.3195163445458338,-0.3220773461603894,-2.0064332575034154,-0.20974824784974144,-1.9638035473118651,-2.521820090353714
-0.3226374245112833,-0.4696703549794181,-2.0449971556474997,-0.0756873347445719,-2.3943468709395095,-1.8620186164941996
-1.601209732797825,-0.1069656138041637,-1.0838057110002075,-0.02425487436876983,2.179868590016379,-0.4855478688667493
-0.3579474231588131,-0.23528969437633407,1.9842797449868206,-0.3084211243875634,-2.7951479451944996,-2.774844142691344
-2.0324612645733833,0.22244556331461807,-1.1994261208992747,-0.6163514748317458,-2.4945159893095963,0.613661787367893
-0.3542925178817695,-0.2230308045076561,0.2550098535737675,-0.31280609401376,-2.488673704944509,-1.5025117874951643
0.4138689950555001,-0.34913741302873014,3.0,-0.3808031666749745,2.436584807658792,-1.0175802890750625
-2.962269367940661,-3.0,1.0035625326371544,-0.4411592910595177,-2.149524694099561,-0.9493638842433119
3.0,-2.4920381003103564,-2.740955961086655,3.0,-2.204120352010877,-0.05489124643984793
-1.5909636230322008,-0.754614277119531,0.9964038687354142,-0.5080870108656059,2.8212979983177275,-0.3963487422506382
-0.5927790931326675,-0.3597764310321008,3.0,-0.810923602860528,-2.9260354412932794,-0.6203974973283135
-0.3894399635070225,-0.3517087003539352,2.8509009160748855,-0.2540123301635755,-1.552071109445774,-2.8212161820673387
-0.3899512701152896,-0.3513721890525292,1.400941862556973,-0.2519823549551483,0.04716540377982348,-2.241883079655783
-0.6339406067687192,0.19117990931385087,2.4793644712527714,0.11256094059586053,0.9472646655870802,0.7075932126860809
-3.0,3.0,-0.4761668153765508,-2.4465160561327113,0.30589590810107037,0.6576958130180287
2.1840839664266714,0.9926852553391949,-1.9661449410989502,-2.9167159698700686,2.8756527006430694,-0.26225783535503056
-0.3658260129381161,-0.38941158639666096,-1.9399386989367802,-0.3342621643504389,-1.4629334127192277,-2.7991321293389615
-0.15640137810189847,-2.1561807299295372,0.3920131866723784,3.0,2.3965749039824313,0.2521251741919975
-0.8210935985693557,-3.0,-0.20749284877716612,-1.2098324675569492,-1.176090763042818,-0.5128469697467845
3.0,3.0,-2.665591763980486,-0.9807781693842936,-1.302212403394937,-0.09623458090238873
-0.3595708554990522,-0.39695705170880347,0.15912173372202343,-0.34685804148758503,2.045975584707887,-1.9423484032304494
-0.4010837148533133,-0.3317464201375344,0.806952280260866,-0.2283196364305442,-1.281487304209597,-2.0932093850074365
-0.39932313060580515,-0.3111508083112908,-2.6038213892157156,-0.2943424269249526,-1.4790565699015397,-2.3793308654730003
-1.5761098892422567,0.1309868569654502,1.0501080176073447,-0.9269803295145858,2.24764855437268,1.3292545770494844
-3.0,-1.3867529187496852,2.643684865248563,-3.0,2.0162779545948,0.03258815083424081
0.7043838240327878,-1.0523210931776512,2.5886137390124446,2.1749939786476453,2.570835796668362,0.33810794158639823
0.39836107485441596,-0.3035530805560489,-2.4143481917615044,0.35617731133079467,-3.0,0.780682641565029
-0.7950726472528711,-0.36146116010039453,-1.3226927337230148,-0.2345598466911083,-0.1845599763399104,-2.3885606175291794
